gene	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf
ENSG00000055950_MRPL43	729	0.00311760293990199	0.000334287902612827	0.887804382523002	0.0951820969211538	0.0135616297133294
ENSG00000067057_PFKP	1576	0.649182112413599	0.0722271666196308	0.242527902168689	0.0269742538051788	0.00908856499290283
ENSG00000078114_NEBL	1080	0.846003939430949	0.0355922201705115	0.109519544725518	0.00460331428757606	0.00428098138544532
ENSG00000089876_DHX32	1131	0.220335976307337	0.228232332362934	0.259620876978868	0.268902208735853	0.0229086056150065
ENSG00000095787_WAC	1230	0.842549308619027	0.0406876459236766	0.107463027801723	0.00518539485795823	0.00411462279761496
ENSG00000107951_PAPD1	1152	0.716995079308501	0.10792548823144	0.141932018142318	0.0213524832847349	0.0117949310330051
ENSG00000119979_FAM45A	939	0.669192096628485	0.0179646315253656	0.30001648301093	0.00804924101573159	0.00477754781948758
ENSG00000120616_EPC1	814	0.499241660109137	0.371763185378206	0.0525550159693826	0.0390980540683803	0.0373420844748933
ENSG00000127884_ECHS1	497	0.895338187134114	0.0411389197573225	0.0563967318190219	0.00258677265212831	0.004539388637413
ENSG00000134463_ECHDC3	1180	2.08239988520041e-16	0.794498560338748	3.38792945282343e-17	0.129183440990337	0.0763179986709134
ENSG00000138185_ENTPD1	1042	0.207133255843199	0.00620516339922908	0.754412422223919	0.022590538201038	0.0096586203326145
ENSG00000148484_RSU1	1153	0.475703073712189	0.334495288798267	0.0923274342515089	0.0648883564186208	0.0325858468194139
ENSG00000151640_DPYSL4	909	0.656807673715587	0.0365425377521615	0.284686533710601	0.0158328569068474	0.00613039791480326
ENSG00000151893_C10orf46	996	0.853243552570052	0.0312320854587078	0.107946128355378	0.00394762421764018	0.00363060939822169
ENSG00000156398_SFXN2	652	0.0121075561038713	0.642211221780852	0.00447085537176542	0.23703976381906	0.104170602924451
ENSG00000165730_STOX1	1046	0.640297709250722	0.0182259028709673	0.325732419863876	0.00926540756469561	0.00647856044973903
ENSG00000165983_PTER	1150	2.29048907937464e-07	1.63643730847638e-07	0.579837150761674	0.414258086185803	0.00590437035988376
ENSG00000166169_POLL	685	0.0142224776860859	0.616301400372745	0.00562864259544855	0.243785422651245	0.120062056694476
ENSG00000173915_USMG5	801	6.18747711665772e-11	3.28216772467406e-09	0.0184898065258141	0.980797196563402	0.000712993566739662
ENSG00000183605_SFXN4	957	0.351558316394425	0.520134722882303	0.0350943556081782	0.0518811863478534	0.041331418767241
ENSG00000188690_UROS	1115	0.0206011184141637	0.0213454334656393	0.466402575070495	0.483245218455708	0.00840565459399453
ENSG00000197771_C10orf119	1032	0.269215543313094	0.400959233383351	0.119369193175361	0.177751161531416	0.0327048685967784
ENSG00000205703_C10orf139	1196	0.811624812740472	0.0774993905842335	0.0940931476510243	0.00897684015887493	0.00780580886539576
ENSG00000014138_POLA2	664	0.806134210640952	0.0595964471969065	0.118164953848621	0.00872840441048691	0.00737598390303373
ENSG00000066336_SPI1	553	0.419220831524356	0.0118991898148298	0.509420259798442	0.0144143705753452	0.0450453482870269
ENSG00000074319_TSG101	1100	0.025589071560312	0.001086649442672	0.921942327449614	0.0391383803166893	0.0122435712307131
ENSG00000078124_PHCA	835	1.93027650240594e-06	0.00586584785142874	0.000326850660773487	0.9932541684431	0.000551202768195581
ENSG00000099834_MUPCDH	605	0.884593888911733	0.0212868744528798	0.0893330052362415	0.00214707099563406	0.00263916040351192
ENSG00000110074_FOXRED1	1310	0.0407041321924731	0.00216703644593441	0.895953716498359	0.0476859519734911	0.0134891628897425
ENSG00000110076_NRXN2	650	0.8831761501327	0.0561575844656918	0.0524771806411058	0.00333195365565776	0.00485713110484444
ENSG00000110080_ST3GAL4	1310	0.832104946465468	0.0454402955153772	0.111883308768347	0.0061053529057739	0.00446609634503424
ENSG00000110315_RNF141	1317	0.80020038267892	0.0607026162802291	0.122808323980221	0.00930917020758744	0.00697950685304292
ENSG00000110455_ILMN_3829	1168	0.732143672058033	0.0441894208438351	0.204996176860193	0.0123664890730061	0.00630424116493343
ENSG00000110768_GTF2H1	1080	0.273400203572825	0.16727197616237	0.330527215781628	0.202196876125461	0.026603728357716
ENSG00000120451_SNX19	1208	0.00451353757238818	0.706434568861786	0.00139707472808874	0.218593543694124	0.0690612751436133
ENSG00000131626_PPFIA1	899	0.0326806901726143	0.00369302435620791	0.857397423855812	0.0968793499780324	0.00934951163733365
ENSG00000134627_PIWIL4	953	3.84783331165881e-07	0.830889222429712	3.99883930667444e-08	0.0862668554898267	0.0828434973087369
ENSG00000134809_TIMM10	908	0.0548196729705544	0.00574894553200968	0.837618672518187	0.0878271828713732	0.0139855261078752
ENSG00000149084_HSD17B12	1131	0.000110058084570961	6.60395285876612e-06	0.921567828307141	0.0552749461134101	0.023040563542018
ENSG00000149089_APIP	1312	0.000110437613031795	3.46668764006335e-05	0.754919460975525	0.23696473205357	0.00797070248147386
ENSG00000159063_ALG8	857	0.562843607987559	0.0300289698679349	0.380202680017583	0.0202780196749827	0.00664672245194014
ENSG00000165434_PGM2L1	779	0.0741710348948765	0.788090368117732	0.00577097158570575	0.0612476521894766	0.0707199732122086
ENSG00000165526_RPUSD4	1306	0.779661594349382	0.041209879468601	0.16186199601026	0.00854667571006692	0.00871985446168979
ENSG00000166435_XRRA1	876	0.000472475683124779	0.00500531384709752	0.0853914717501619	0.904615831156349	0.0045149075632674
ENSG00000166439_RNF169	870	0.00350492289562039	0.0371482675625018	0.0821662492376411	0.870864142701818	0.00631641760241854
ENSG00000166788_SAAL1	997	0.343719518651942	0.41359982428998	0.0923977838445922	0.111143686020953	0.0391391871925327
ENSG00000166796_LDHC	1092	0.470753496775157	0.0202547237593326	0.478992819207876	0.0205998311840755	0.00939912907355838
ENSG00000168000_BSCL2	758	0.895677550853272	0.0228606996893322	0.0767162476293256	0.001955266094556	0.00279023573351451
ENSG00000168002_POLR2G	731	0.907435281402633	0.022564651784654	0.0660062478559334	0.00163898315160314	0.00235483580517625
ENSG00000168071_CCDC88B	657	0.631540494477428	0.0318322020849908	0.229981977639234	0.0114968758971291	0.0951484499012178
ENSG00000172890_NADSYN1	715	0.634755382538274	0.0142437534533351	0.336365753785956	0.00754086990283361	0.00709424031960134
ENSG00000173113_ILMN_22312	654	0.866519687002671	0.0436313824376699	0.0810364774606813	0.00407564774045469	0.00473680535852306
ENSG00000173715_C11orf80	530	0.873730979233194	0.0544585537421237	0.0614498113628495	0.00382355240264805	0.00653710325918522
ENSG00000173992_CCS	550	0.565933628645334	0.0412130163657383	0.2807010400377	0.0203497049651069	0.0918026099861203
ENSG00000175390_EIF3F	1201	0.738931301099312	0.142520986904386	0.0884127291856076	0.0170394632226074	0.0130955195880876
ENSG00000175567_UCP2	712	0.0643060712286275	0.682197048349694	0.0150236177486978	0.159300299112368	0.0791729635606129
ENSG00000175575_PAAF1	711	0.0613968606611906	0.65140977615635	0.0179615254262718	0.190489849489411	0.0787419882667769
ENSG00000175581_MRPL48	699	0.0715834643613901	0.759495226597937	0.00857435993873904	0.0909038774109281	0.0694430716910057
ENSG00000176148_TCP11L1	905	0.393195925277372	0.0139690620012801	0.557703251219396	0.019798176153094	0.0153335853488588
ENSG00000177042_TMEM80	689	0.878946770075722	0.0252983982026888	0.0891109341879273	0.00256076376487282	0.00408313376878868
ENSG00000177685_EFCAB4A	735	0.89352613591477	0.027003134939436	0.0744575461998648	0.00224740585917529	0.0027657770867542
ENSG00000177697_CD151	737	0.00147171434011509	4.45208048668836e-05	0.958851710876302	0.0289955699193266	0.0106364840593887
ENSG00000179057_IGSF22	1050	0.829470024998318	0.0353149100414561	0.125622902289509	0.00534418096665925	0.00424798170405685
ENSG00000182919_C11orf54	943	2.19845632462729e-07	0.474727858288839	2.2164572098391e-07	0.478568210269665	0.046703489950143
ENSG00000184524_CEND1	725	0.790990288291251	0.02353488217709	0.1749938933152	0.00520143507152123	0.00527950114493811
ENSG00000185187_SIGIRR	531	0.894988065559626	0.0184640871343286	0.082476361757752	0.00169915955875724	0.00237232598953579
ENSG00000196655_TRAPPC4	931	0.000717558874099042	5.6226158287657e-05	0.915769998971824	0.0717457867962757	0.0117104291995137
ENSG00000197345_MRPL21	801	0.00203085959723784	0.000510575044631964	0.786585858144149	0.19774111502094	0.0131315921930415
